total_prize_real,net_profit_real,max_drawdown,total_cost,hit_6_1,hit_6_0,hit_5_1,hit_5_0,hit_4_1,hit_4_0,hit_3_1,hit_3_0,hit_2_1,hit_1_1
145000.0,-669400.0,-669400,814400,0,0,0,0,3,11,43,230,202,436
148900.0,-665500.0,-665500,814400,0,0,0,0,4,13,38,262,170,471
335500.0,-478900.0,-478900,814400,0,0,1,1,3,32,44,239,214,436
167000.0,-647400.0,-647400,814400,0,0,0,1,3,17,40,286,179,410
311000.0,-503400.0,-503400,814400,0,0,1,0,4,24,36,275,201,437
148800.0,-665600.0,-665600,814400,0,0,0,0,3,18,31,251,198,453
181300.0,-633100.0,-633100,814400,0,0,0,2,2,15,34,240,194,449
163300.0,-651100.0,-651100,814400,0,0,0,1,2,20,36,251,170,458
148500.0,-665900.0,-665900,814400,0,0,0,0,2,19,47,243,192,438
179700.0,-634700.0,-634700,814400,0,0,0,1,4,28,31,237,184,484
173000.0,-641400.0,-641400,814400,0,0,0,1,4,20,31,232,196,462
142100.0,-672300.0,-672300,814400,0,0,0,0,2,14,33,276,187,447
158200.0,-656200.0,-656200,814400,0,0,0,0,5,23,31,254,196,428
174600.0,-639800.0,-639800,814400,0,0,0,1,4,17,37,235,186,495
160200.0,-654200.0,-654200,814400,0,0,0,1,1,19,39,235,207,405
151700.0,-662700.0,-662700,814400,0,0,0,0,2,23,46,253,189,438
150700.0,-663700.0,-663700,814400,0,0,0,0,1,25,33,259,209,458
157400.0,-657000.0,-657000,814400,0,0,0,0,4,20,32,233,213,467
171700.0,-642700.0,-642700,814400,0,0,0,1,1,22,38,270,210,459
325100.0,-489300.0,-489300,814400,0,0,1,0,8,17,43,246,211,455
133900.0,-680500.0,-680500,814400,0,0,0,0,1,13,26,256,185,465
149800.0,-664600.0,-664600,814400,0,0,0,0,2,17,43,239,218,435
155300.0,-659100.0,-659100,814400,0,0,0,0,5,18,35,257,188,436
189400.0,-625000.0,-625000,814400,0,0,0,2,3,19,32,242,209,434
138500.0,-675900.0,-675900,814400,0,0,0,0,0,23,39,250,188,419
186800.0,-627600.0,-627600,814400,0,0,0,2,1,25,42,243,200,417
172600.0,-641800.0,-641800,814400,0,0,0,0,7,23,45,270,194,424
179900.0,-634500.0,-634500,814400,0,0,0,1,2,28,36,240,201,509
149700.0,-664700.0,-664700,814400,0,0,0,0,3,22,38,253,178,440
172000.0,-642400.0,-642400,814400,0,0,0,1,3,16,35,258,212,450
143500.0,-670900.0,-670900,814400,0,0,0,0,1,16,30,272,202,471
159000.0,-655400.0,-655400,814400,0,0,0,0,5,20,39,254,193,434
184500.0,-629900.0,-629900,814400,0,0,0,2,2,13,48,248,189,443
152300.0,-662100.0,-662100,814400,0,0,0,1,1,16,23,263,170,460
138100.0,-676300.0,-676300,814400,0,0,0,0,1,16,33,265,201,414
141500.0,-672900.0,-672900,814400,0,0,0,0,1,15,43,223,205,450
155800.0,-658600.0,-658600,814400,0,0,0,0,3,23,37,262,203,438
153100.0,-661300.0,-661300,814400,0,0,0,0,3,24,29,263,217,406
170300.0,-644100.0,-644100,814400,0,0,0,1,3,15,47,256,185,449
142300.0,-672100.0,-672100,814400,0,0,0,0,1,20,39,271,190,416
159300.0,-655100.0,-655100,814400,0,0,0,1,1,16,34,260,193,443
170900.0,-643500.0,-643500,814400,0,0,0,1,1,23,37,271,191,484
204100.0,-610300.0,-613500,814400,0,0,0,2,7,18,32,245,206,432
149300.0,-665100.0,-665100,814400,0,0,0,0,3,12,35,258,219,441
148700.0,-665700.0,-665700,814400,0,0,0,0,1,20,43,279,186,464
150300.0,-664100.0,-664100,814400,0,0,0,0,2,25,38,251,193,434
145600.0,-668800.0,-668800,814400,0,0,0,0,1,24,31,257,197,449
177700.0,-636700.0,-636700,814400,0,0,0,1,4,21,34,247,210,446
148800.0,-665600.0,-665600,814400,0,0,0,0,2,24,29,280,184,452
143600.0,-670800.0,-670800,814400,0,0,0,0,1,13,33,247,225,463
162000.0,-652400.0,-652400,814400,0,0,0,1,0,22,38,260,207,418
290400.0,-524000.0,-524000,814400,0,0,1,0,1,16,36,255,183,471
157400.0,-657000.0,-657000,814400,0,0,0,0,1,31,37,233,222,461
179400.0,-635000.0,-635000,814400,0,0,0,1,5,23,33,248,186,458
162300.0,-652100.0,-652100,814400,0,0,0,0,5,21,43,245,196,446
149500.0,-664900.0,-664900,814400,0,0,0,0,2,20,37,267,202,436
189100.0,-625300.0,-625300,814400,0,0,0,2,2,11,49,260,201,465
167500.0,-646900.0,-646900,814400,0,0,0,1,1,20,34,270,205,459
166600.0,-647800.0,-647800,814400,0,0,0,1,1,16,47,235,209,457
162200.0,-652200.0,-652200,814400,0,0,0,1,1,19,34,266,201,426
168800.0,-645600.0,-645600,814400,0,0,0,1,1,22,45,252,201,438
211300.0,-603100.0,-603100,814400,0,0,0,3,2,23,40,249,205,430
177700.0,-636700.0,-636700,814400,0,0,0,1,2,22,37,281,216,460
141900.0,-672500.0,-672500,814400,0,0,0,0,1,21,35,251,196,428
179500.0,-634900.0,-634900,814400,0,0,0,1,2,23,48,279,224,412
137500.0,-676900.0,-676900,814400,0,0,0,0,1,23,26,244,186,431
166500.0,-647900.0,-647900,814400,0,0,0,1,1,20,35,258,200,467
324900.0,-489500.0,-489500,814400,0,0,1,1,4,20,44,242,195,421
156800.0,-657600.0,-657600,814400,0,0,0,0,6,12,37,252,218,396
140900.0,-673500.0,-673500,814400,0,0,0,0,2,15,30,273,183,450
157000.0,-657400.0,-657400,814400,0,0,0,0,3,25,48,245,191,431
166100.0,-648300.0,-648300,814400,0,0,0,1,1,25,26,276,193,455
172500.0,-641900.0,-641900,814400,0,0,0,0,7,23,30,255,197,492
172900.0,-641500.0,-641500,814400,0,0,0,0,7,21,43,250,202,455
167100.0,-647300.0,-660200,814400,0,0,0,1,2,24,38,247,194,412
174300.0,-640100.0,-640100,814400,0,0,0,1,2,23,37,266,212,441
153400.0,-661000.0,-661000,814400,0,0,0,0,2,22,47,253,202,433
174700.0,-639700.0,-639700,814400,0,0,0,1,1,26,50,254,197,451
147900.0,-666500.0,-666500,814400,0,0,0,0,2,18,26,252,214,471
175100.0,-639300.0,-639300,814400,0,0,0,1,2,25,32,268,210,455
154700.0,-659700.0,-659700,814400,0,0,0,0,2,29,39,280,182,435
161500.0,-652900.0,-652900,814400,0,0,0,0,5,18,30,277,212,450
157900.0,-656500.0,-656500,814400,0,0,0,0,3,15,38,231,246,464
183900.0,-630500.0,-630500,814400,0,0,0,1,6,20,30,247,216,440
194100.0,-620300.0,-620300,814400,0,0,0,2,4,15,34,266,203,453
171900.0,-642500.0,-642500,814400,0,0,0,1,2,26,30,286,185,455
144400.0,-670000.0,-670100,814400,0,0,0,0,1,22,32,256,208,428
316600.0,-497800.0,-590900,814400,0,0,1,1,3,16,49,259,163,437
167500.0,-646900.0,-646900,814400,0,0,0,0,5,29,38,235,196,464
144300.0,-670100.0,-670100,814400,0,0,0,0,2,19,23,275,197,450
165800.0,-648600.0,-648600,814400,0,0,0,1,4,15,27,264,173,460
177100.0,-637300.0,-637300,814400,0,0,0,1,3,18,42,234,205,495
140100.0,-674300.0,-674300,814400,0,0,0,0,1,14,37,244,203,451
158600.0,-655800.0,-655800,814400,0,0,0,1,1,18,36,266,184,424
151100.0,-663300.0,-663300,814400,0,0,0,0,2,28,29,271,199,422
196900.0,-617500.0,-617500,814400,0,0,0,2,4,22,30,270,202,439
139800.0,-674600.0,-674600,814400,0,0,0,0,0,23,32,229,208,441
143300.0,-671100.0,-671100,814400,0,0,0,0,1,25,32,231,188,458
156900.0,-657500.0,-657500,814400,0,0,0,0,4,24,42,237,180,452
299200.0,-515200.0,-515200,814400,0,0,1,0,4,10,33,281,203,433
176500.0,-637900.0,-637900,814400,0,0,0,1,4,20,35,240,208,449
140100.0,-674300.0,-674300,814400,0,0,0,0,1,19,35,263,184,438
146000.0,-668400.0,-668400,814400,0,0,0,0,1,19,36,277,183,481
297300.0,-517100.0,-600200,814400,0,0,1,0,2,21,34,249,202,436
151200.0,-663200.0,-663200,814400,0,0,0,0,2,23,40,259,196,437
149300.0,-665100.0,-665100,814400,0,0,0,0,2,24,35,259,208,406
146500.0,-667900.0,-667900,814400,0,0,0,0,1,19,46,263,191,444
151100.0,-663300.0,-663400,814400,0,0,0,0,3,20,38,239,202,436
178500.0,-635900.0,-635900,814400,0,0,0,1,3,28,34,250,211,433
156700.0,-657700.0,-657700,814400,0,0,0,0,3,20,36,262,228,425
147300.0,-667100.0,-667100,814400,0,0,0,0,1,16,46,251,221,428
307500.0,-506900.0,-506900,814400,0,0,1,0,3,29,40,241,191,440
158000.0,-656400.0,-656400,814400,0,0,0,0,3,20,39,264,202,476
173900.0,-640500.0,-640500,814400,0,0,0,1,3,21,35,270,214,413
154600.0,-659800.0,-659800,814400,0,0,0,0,3,21,35,253,188,489
164500.0,-649900.0,-649900,814400,0,0,0,0,7,20,32,239,191,456
176500.0,-637900.0,-637900,814400,0,0,0,1,4,17,46,270,189,437
155700.0,-658700.0,-658700,814400,0,0,0,0,4,18,42,253,198,436
222300.0,-592100.0,-592100,814400,0,0,0,3,4,27,36,260,205,433
147700.0,-666700.0,-666700,814400,0,0,0,0,2,18,26,249,222,456
151100.0,-663300.0,-663300,814400,0,0,0,0,3,15,34,264,212,447
166400.0,-648000.0,-648000,814400,0,0,0,1,1,16,47,243,190,485
168700.0,-645700.0,-645700,814400,0,0,0,1,1,23,38,265,204,438
156800.0,-657600.0,-657600,814400,0,0,0,0,4,20,40,257,176,479
306000.0,-508400.0,-508400,814400,0,0,1,0,2,23,40,256,234,412
150900.0,-663500.0,-663500,814400,0,0,0,0,5,9,32,262,197,453
174500.0,-639900.0,-643000,814400,0,0,0,1,2,19,50,236,224,429
3385694.0,2571294.0,-493900,814400,0,1,0,1,1,23,36,257,198,448
171200.0,-643200.0,-643200,814400,0,0,0,1,4,18,40,230,189,440
169100.0,-645300.0,-645300,814400,0,0,0,1,3,20,27,246,206,445
160700.0,-653700.0,-653700,814400,0,0,0,0,6,17,27,263,207,446
145500.0,-668900.0,-668900,814400,0,0,0,0,3,13,32,265,192,454
153300.0,-661100.0,-661100,814400,0,0,0,0,2,28,36,253,199,434
152800.0,-661600.0,-661600,814400,0,0,0,0,2,27,28,271,206,437
190800.0,-623600.0,-623600,814400,0,0,0,2,3,21,39,256,186,436
156600.0,-657800.0,-657800,814400,0,0,0,0,4,12,42,242,210,480
160200.0,-654200.0,-654200,814400,0,0,0,0,5,20,39,258,192,444
168800.0,-645600.0,-645600,814400,0,0,0,1,3,19,33,244,203,434
166000.0,-648400.0,-648400,814400,0,0,0,0,7,15,42,256,200,436
153000.0,-661400.0,-661400,814400,0,0,0,0,3,20,37,248,214,426
174400.0,-640000.0,-640000,814400,0,0,0,1,4,19,36,277,196,419
304600.0,-509800.0,-509800,814400,0,0,1,0,3,22,40,254,192,452
144100.0,-670300.0,-670300,814400,0,0,0,0,1,18,26,267,211,464
152300.0,-662100.0,-662100,814400,0,0,0,0,2,23,42,247,191,462
163600.0,-650800.0,-650800,814400,0,0,0,1,1,13,41,270,182,494
157000.0,-657400.0,-657400,814400,0,0,0,0,3,25,44,241,200,433
154300.0,-660100.0,-660100,814400,0,0,0,0,2,24,33,264,207,461
135500.0,-678900.0,-678900,814400,0,0,0,0,0,20,31,249,187,448
301300.0,-513100.0,-513100,814400,0,0,1,0,4,13,33,263,194,466
143800.0,-670600.0,-670600,814400,0,0,0,0,0,19,33,278,205,466
159000.0,-655400.0,-655400,814400,0,0,0,0,4,21,47,263,185,441
154300.0,-660100.0,-660100,814400,0,0,0,1,1,11,40,235,185,450
321300.0,-493100.0,-493100,814400,0,0,1,1,2,20,51,257,173,466
148700.0,-665700.0,-665700,814400,0,0,0,0,1,22,41,249,221,416
159900.0,-654500.0,-654500,814400,0,0,0,0,4,20,43,248,200,459
149000.0,-665400.0,-665400,814400,0,0,0,0,3,20,32,248,190,454
148900.0,-665500.0,-665500,814400,0,0,0,0,1,23,38,273,193,454
159200.0,-655200.0,-655200,814400,0,0,0,0,2,25,48,248,210,452
151500.0,-662900.0,-662900,814400,0,0,0,0,3,16,35,268,204,451
149200.0,-665200.0,-665200,814400,0,0,0,0,2,22,27,246,232,418
186800.0,-627600.0,-627600,814400,0,0,0,2,1,21,39,269,183,469
148400.0,-666000.0,-666000,814400,0,0,0,0,2,16,31,254,217,464
173000.0,-641400.0,-641400,814400,0,0,0,1,3,22,36,254,194,448
143100.0,-671300.0,-671300,814400,0,0,0,0,2,19,28,244,184,475
151400.0,-663000.0,-663000,814400,0,0,0,0,3,20,45,270,172,440
176600.0,-637800.0,-637800,814400,0,0,0,1,3,21,31,271,214,455
138000.0,-676400.0,-676400,814400,0,0,0,0,1,15,34,232,186,480
143900.0,-670500.0,-670500,814400,0,0,0,0,2,21,31,245,200,422
314600.0,-499800.0,-499800,814400,0,0,1,1,0,20,37,262,216,444
147000.0,-667400.0,-667400,814400,0,0,0,0,3,20,33,248,182,446
138200.0,-676200.0,-676200,814400,0,0,0,0,2,14,32,251,190,431
140800.0,-673600.0,-673600,814400,0,0,0,0,0,18,34,275,198,457
143400.0,-671000.0,-671000,814400,0,0,0,0,2,13,35,256,193,468
149200.0,-665200.0,-665200,814400,0,0,0,0,3,19,40,254,173,460
158400.0,-656000.0,-656000,814400,0,0,0,0,5,14,34,275,192,477
144200.0,-670200.0,-670200,814400,0,0,0,0,2,9,48,253,197,451
173600.0,-640800.0,-640800,814400,0,0,0,1,3,20,39,265,199,437
144700.0,-669700.0,-669700,814400,0,0,0,0,1,18,35,280,199,445
193200.0,-621200.0,-621200,814400,0,0,0,2,3,16,42,245,215,441
159100.0,-655300.0,-655300,814400,0,0,0,0,3,18,41,272,224,443
160600.0,-653800.0,-653800,814400,0,0,0,1,1,19,36,272,173,452
152800.0,-661600.0,-661600,814400,0,0,0,0,3,11,41,244,225,462
159400.0,-655000.0,-655000,814400,0,0,0,1,0,24,27,277,186,445
293600.0,-520800.0,-651900,814400,0,0,1,0,1,24,32,244,198,436
141300.0,-673100.0,-673100,814400,0,0,0,0,1,16,32,283,195,444
172000.0,-642400.0,-642400,814400,0,0,0,1,5,13,33,244,193,454
182700.0,-631700.0,-631700,814400,0,0,0,1,3,30,39,253,184,490
169400.0,-645000.0,-645000,814400,0,0,0,1,2,24,35,246,205,426
146900.0,-667500.0,-667500,814400,0,0,0,0,2,18,32,248,201,467
197200.0,-617200.0,-617200,814400,0,0,0,2,4,17,35,269,204,459
186100.0,-628300.0,-628300,814400,0,0,0,2,1,20,40,275,190,446
133000.0,-681400.0,-681400,814400,0,0,0,0,0,13,37,282,181,434
162800.0,-651600.0,-651600,814400,0,0,0,0,5,19,40,262,197,460
156900.0,-657500.0,-657500,814400,0,0,0,0,6,11,35,254,209,429
176500.0,-637900.0,-637900,814400,0,0,0,2,1,13,38,259,195,420
186100.0,-628300.0,-628300,814400,0,0,0,1,4,18,46,287,214,458
153800.0,-660600.0,-660600,814400,0,0,0,0,3,20,38,248,195,468
144400.0,-670000.0,-670000,814400,0,0,0,0,1,19,29,257,214,451
155500.0,-658900.0,-658900,814400,0,0,0,0,3,19,43,257,192,470
167700.0,-646700.0,-646700,814400,0,0,0,0,4,22,38,276,225,463
149200.0,-665200.0,-665200,814400,0,0,0,0,3,19,36,263,186,441
153600.0,-660800.0,-660800,814400,0,0,0,0,4,17,41,236,215,410
141200.0,-673200.0,-673200,814400,0,0,0,0,1,19,37,249,196,431
148100.0,-666300.0,-666300,814400,0,0,0,0,1,18,45,257,209,442
173800.0,-640600.0,-640600,814400,0,0,0,1,3,20,52,216,186,462
166900.0,-647500.0,-647500,814400,0,0,0,1,2,22,36,258,179,453
156900.0,-657500.0,-657500,814400,0,0,0,0,2,27,35,279,213,428
170500.0,-643900.0,-643900,814400,0,0,0,1,3,21,27,262,196,455
143700.0,-670700.0,-670700,814400,0,0,0,0,2,16,44,268,181,423
294900.0,-519500.0,-519500,814400,0,0,1,0,2,17,34,259,194,450
171900.0,-642500.0,-642500,814400,0,0,0,1,3,20,44,246,174,469
182100.0,-632300.0,-632300,814400,0,0,0,1,5,16,38,259,215,452
154500.0,-659900.0,-659900,814400,0,0,0,0,4,23,32,243,193,444
153600.0,-660800.0,-660800,814400,0,0,0,0,2,26,42,249,185,461
159300.0,-655100.0,-655100,814400,0,0,0,0,2,25,30,294,211,477
135500.0,-678900.0,-678900,814400,0,0,0,0,0,21,36,242,185,431
151200.0,-663200.0,-663200,814400,0,0,0,0,1,23,37,246,212,470
144000.0,-670400.0,-670400,814400,0,0,0,0,0,23,41,253,204,431
201300.0,-613100.0,-613100,814400,0,0,0,3,1,21,36,266,174,447
310700.0,-503700.0,-519000,814400,0,0,1,0,4,22,40,249,216,430
145400.0,-669000.0,-669000,814400,0,0,0,0,3,11,34,280,202,426
150900.0,-663500.0,-663500,814400,0,0,0,0,4,14,42,229,202,436
191400.0,-623000.0,-637200,814400,0,0,0,2,4,14,41,268,185,440
175000.0,-639400.0,-639400,814400,0,0,0,1,3,21,41,256,206,430
178300.0,-636100.0,-636100,814400,0,0,0,1,6,14,35,272,197,425
153800.0,-660600.0,-660600,814400,0,0,0,0,2,25,27,303,186,475
139800.0,-674600.0,-674600,814400,0,0,0,0,2,21,32,242,178,424
170700.0,-643700.0,-643700,814400,0,0,0,1,1,20,49,261,193,464
150800.0,-663600.0,-663600,814400,0,0,0,0,1,21,53,251,206,425
306600.0,-507800.0,-507800,814400,0,0,1,0,4,16,40,283,183,469
157700.0,-656700.0,-656700,814400,0,0,0,0,6,21,36,249,172,432
140600.0,-673800.0,-673800,814400,0,0,0,0,1,23,26,247,214,403
140800.0,-673600.0,-673600,814400,0,0,0,0,0,23,41,221,196,447
142500.0,-671900.0,-671900,814400,0,0,0,0,2,20,28,242,194,443
146100.0,-668300.0,-668300,814400,0,0,0,0,2,20,40,264,186,425
313900.0,-500500.0,-500500,814400,0,0,1,0,4,18,42,270,216,465
173100.0,-641300.0,-641300,814400,0,0,0,0,9,17,37,265,195,432
169000.0,-645400.0,-645400,814400,0,0,0,1,3,19,28,276,205,420
292500.0,-521900.0,-521900,814400,0,0,1,0,1,15,39,273,199,438
151800.0,-662600.0,-662600,814400,0,0,0,0,4,13,38,248,198,458
140100.0,-674300.0,-674300,814400,0,0,0,0,1,16,39,261,197,422
174700.0,-639700.0,-655200,814400,0,0,0,1,4,19,24,269,199,472
149700.0,-664700.0,-664700,814400,0,0,0,0,4,12,37,264,197,435
166800.0,-647600.0,-647600,814400,0,0,0,1,1,24,42,253,194,427
153700.0,-660700.0,-660700,814400,0,0,0,0,4,15,42,250,184,471
156100.0,-658300.0,-658300,814400,0,0,0,0,2,21,45,261,207,458
184100.0,-630300.0,-630300,814400,0,0,0,1,4,30,35,216,224,437
162800.0,-651600.0,-651600,814400,0,0,0,0,5,21,32,258,211,452
157500.0,-656900.0,-656900,814400,0,0,0,0,3,17,45,263,214,448
148700.0,-665700.0,-665700,814400,0,0,0,0,4,12,37,278,194,417
139500.0,-674900.0,-674900,814400,0,0,0,0,2,17,30,237,187,448
152700.0,-661700.0,-661700,814400,0,0,0,0,1,22,34,271,212,480
169900.0,-644500.0,-644500,814400,0,0,0,1,3,14,33,267,218,432
142500.0,-671900.0,-671900,814400,0,0,0,0,1,22,40,249,183,434
158400.0,-656000.0,-656000,814400,0,0,0,0,6,24,37,239,185,395
174600.0,-639800.0,-639800,814400,0,0,0,1,3,14,43,286,201,454
187100.0,-627300.0,-627300,814400,0,0,0,2,1,22,30,256,218,443
187400.0,-627000.0,-627000,814400,0,0,0,2,2,20,34,253,193,459
167300.0,-647100.0,-647100,814400,0,0,0,1,3,16,33,239,212,430
156800.0,-657600.0,-660600,814400,0,0,0,0,4,17,44,230,213,440
192600.0,-621800.0,-621800,814400,0,0,0,2,3,17,38,248,214,442
311400.0,-503000.0,-503000,814400,0,0,1,0,2,21,37,278,229,482
157300.0,-657100.0,-657100,814400,0,0,0,0,3,23,40,248,207,447
153000.0,-661400.0,-661400,814400,0,0,0,0,4,17,45,233,178,465
145500.0,-668900.0,-668900,814400,0,0,0,0,1,28,33,239,189,442
144900.0,-669500.0,-669500,814400,0,0,0,0,1,22,48,250,184,423
140500.0,-673900.0,-673900,814400,0,0,0,0,2,12,34,250,206,431
298200.0,-516200.0,-516200,814400,0,0,1,0,1,25,37,274,188,444
165100.0,-649300.0,-649300,814400,0,0,0,1,1,12,39,280,222,435
149000.0,-665400.0,-665400,814400,0,0,0,0,4,12,35,261,177,479
153600.0,-660800.0,-660800,814400,0,0,0,0,4,16,39,268,195,434
133600.0,-680800.0,-680800,814400,0,0,0,0,1,20,30,240,182,412
157500.0,-656900.0,-656900,814400,0,0,0,0,6,16,35,246,183,455
151600.0,-662800.0,-662800,814400,0,0,0,0,2,17,39,264,220,440
144200.0,-670200.0,-670200,814400,0,0,0,0,2,14,34,240,214,446
155300.0,-659100.0,-659100,814400,0,0,0,0,3,21,43,258,192,451
188800.0,-625600.0,-625600,814400,0,0,0,1,5,27,36,265,203,457
171600.0,-642800.0,-642800,814400,0,0,0,1,5,21,27,256,182,420
149200.0,-665200.0,-665200,814400,0,0,0,0,4,17,32,270,191,416
177700.0,-636700.0,-636700,814400,0,0,0,2,1,21,29,276,161,455
153500.0,-660900.0,-660900,814400,0,0,0,1,1,20,33,218,181,423
145200.0,-669200.0,-669200,814400,0,0,0,0,0,22,44,244,210,436
169300.0,-645100.0,-645100,814400,0,0,0,1,3,28,29,244,190,409
162000.0,-652400.0,-652400,814400,0,0,0,1,0,23,35,262,187,460
174900.0,-639500.0,-639500,814400,0,0,0,1,3,22,37,261,197,450
164800.0,-649600.0,-649600,814400,0,0,0,1,2,18,24,278,203,444
168300.0,-646100.0,-646100,814400,0,0,0,1,2,19,35,270,209,423
149400.0,-665000.0,-665000,814400,0,0,0,0,1,23,40,256,211,432
143900.0,-670500.0,-670500,814400,0,0,0,0,3,15,40,258,183,415
155900.0,-658500.0,-658500,814400,0,0,0,0,1,25,37,250,220,481
138000.0,-676400.0,-676400,814400,0,0,0,0,0,24,32,232,188,452
139900.0,-674500.0,-674500,814400,0,0,0,0,1,16,33,261,206,426
144600.0,-669800.0,-669800,814400,0,0,0,0,2,13,37,260,199,456
164600.0,-649800.0,-649800,814400,0,0,0,0,4,22,48,253,201,463
164000.0,-650400.0,-650400,814400,0,0,0,0,8,17,29,262,191,424
169300.0,-645100.0,-645100,814400,0,0,0,1,4,17,38,257,181,426
181300.0,-633100.0,-633100,814400,0,0,0,1,5,21,41,250,199,433
166500.0,-647900.0,-647900,814400,0,0,0,1,1,20,31,257,221,442
186400.0,-628000.0,-628000,814400,0,0,0,2,1,23,29,240,204,476
168200.0,-646200.0,-646200,814400,0,0,0,1,3,18,35,279,180,439
151900.0,-662500.0,-662500,814400,0,0,0,0,2,16,50,255,208,440
175200.0,-639200.0,-639200,814400,0,0,0,1,4,17,40,250,203,440
157100.0,-657300.0,-657300,814400,0,0,0,1,1,14,40,251,183,442
139400.0,-675000.0,-675000,814400,0,0,0,0,2,18,38,223,179,437
168100.0,-646300.0,-646300,814400,0,0,0,1,2,16,37,262,211,441
140100.0,-674300.0,-674300,814400,0,0,0,0,2,20,27,242,184,443
181300.0,-633100.0,-633100,814400,0,0,0,1,5,22,38,247,219,400
144500.0,-669900.0,-669900,814400,0,0,0,0,2,17,25,248,211,459
142800.0,-671600.0,-671600,814400,0,0,0,0,1,19,34,248,221,410
166200.0,-648200.0,-648200,814400,0,0,0,1,2,16,41,263,189,449
134400.0,-680000.0,-680000,814400,0,0,0,0,0,16,34,264,181,454
138300.0,-676100.0,-676100,814400,0,0,0,0,2,15,30,246,191,435
306700.0,-507700.0,-507700,814400,0,0,1,0,1,23,41,262,222,473
168500.0,-645900.0,-645900,814400,0,0,0,1,1,21,43,248,207,443
138200.0,-676200.0,-676200,814400,0,0,0,0,0,16,32,244,215,452
151600.0,-662800.0,-662800,814400,0,0,0,0,5,13,32,248,208,420
175200.0,-639200.0,-639200,814400,0,0,0,0,6,23,44,268,218,448
144400.0,-670000.0,-670000,814400,0,0,0,0,1,17,31,245,230,439
143300.0,-671100.0,-671100,814400,0,0,0,0,1,22,37,257,176,460
157100.0,-657300.0,-657300,814400,0,0,0,0,4,22,33,250,210,433
167100.0,-647300.0,-664600,814400,0,0,0,1,2,17,36,265,205,436
151400.0,-663000.0,-663000,814400,0,0,0,0,3,21,32,283,188,439
168500.0,-645900.0,-645900,814400,0,0,0,1,2,23,21,278,206,447
172500.0,-641900.0,-641900,814400,0,0,0,1,3,19,33,271,193,464
147300.0,-667100.0,-667100,814400,0,0,0,0,1,29,27,238,202,451
182900.0,-631500.0,-631500,814400,0,0,0,1,5,20,34,288,200,445
151800.0,-662600.0,-662600,814400,0,0,0,0,4,11,31,245,224,453
314100.0,-500300.0,-500300,814400,0,0,1,1,1,19,34,277,195,446
156100.0,-658300.0,-658300,814400,0,0,0,0,4,15,37,295,199,440
187900.0,-626500.0,-626500,814400,0,0,0,2,2,21,37,270,187,439
182100.0,-632300.0,-650600,814400,0,0,0,2,1,26,24,231,197,452
155600.0,-658800.0,-661800,814400,0,0,0,0,3,17,42,249,198,487
166800.0,-647600.0,-647600,814400,0,0,0,0,6,23,35,242,193,476
336900.0,-477500.0,-477500,814400,0,0,1,2,3,14,41,248,205,415
166500.0,-647900.0,-647900,814400,0,0,0,1,2,18,43,244,194,437
172800.0,-641600.0,-641600,814400,0,0,0,1,2,19,39,255,220,445
324000.0,-490400.0,-490400,814400,0,0,1,0,7,21,40,264,212,444
316400.0,-498000.0,-526500,814400,0,0,1,0,4,26,38,252,208,476
163500.0,-650900.0,-654400,814400,0,0,0,1,2,13,33,250,206,457
167700.0,-646700.0,-646700,814400,0,0,0,0,5,21,34,257,220,476
155700.0,-658700.0,-658700,814400,0,0,0,0,4,17,23,255,213,488
156200.0,-658200.0,-658200,814400,0,0,0,0,2,26,35,251,200,483
209500.0,-604900.0,-604900,814400,0,0,0,3,2,25,39,244,199,417
161300.0,-653100.0,-653100,814400,0,0,0,1,2,13,33,276,210,401
146900.0,-667500.0,-667500,814400,0,0,0,0,5,16,23,248,184,433
166600.0,-647800.0,-647800,814400,0,0,0,0,4,30,39,255,208,439
144900.0,-669500.0,-669500,814400,0,0,0,0,0,23,33,278,215,425
141400.0,-673000.0,-673000,814400,0,0,0,0,2,16,36,249,202,409
143300.0,-671100.0,-671100,814400,0,0,0,0,1,19,41,274,192,419
158100.0,-656300.0,-656300,814400,0,0,0,0,2,24,43,262,208,459
5200363.0,4385963.0,-592300,814400,0,1,0,1,4,18,37,259,209,443
170600.0,-643800.0,-643800,814400,0,0,0,1,1,23,33,252,207,484
144900.0,-669500.0,-669500,814400,0,0,0,0,1,15,50,260,182,465
150900.0,-663500.0,-663500,814400,0,0,0,0,3,20,39,263,182,446
137200.0,-677200.0,-677200,814400,0,0,0,0,0,14,34,248,208,460
166400.0,-648000.0,-648000,814400,0,0,0,0,6,21,45,248,188,452
186000.0,-628400.0,-628400,814400,0,0,0,2,2,20,34,251,207,419
292200.0,-522200.0,-522200,814400,0,0,1,0,2,9,38,283,203,429
164400.0,-650000.0,-650000,814400,0,0,0,0,7,19,33,244,190,456
163800.0,-650600.0,-650600,814400,0,0,0,0,5,22,33,253,221,435
160100.0,-654300.0,-654300,814400,0,0,0,0,4,24,38,236,199,463
